Product name,Reviews,Reviews_title
Bib & Tucker 6 Year Bourbon 750ml,"Was visiting family in Arlington,Texas for Thanksgiving 2019 when my sister introduced us to Total Wine & More. I asked if they had Blantons. No surprise when they said no. Nice surprise when they recommended Bib & Tucker for Blanton’s fans suffering from with-drawls. Bib & Tucker is smooth and finishes with a slight mild bite - very much like a single barrel bourbon. Perfect for sipping and preparing your pallet while grilling a good steak. I’m sure I’d feel guilty if I mixed it in a cocktail. It's just too good for that. Bib & Tucker is now my go to bourbon thanks to Total Wine & More. BTW: When will Total Wine & More open a store in Santa Barbara or Goleta, CA? The Central Coast needs you.",Blanton'S To Bib & Tucker
Bib & Tucker 6 Year Bourbon 750ml,My father-in-law’s favorite bourbon! Gave it to him after painting my daughters room and he was elated!,Lites Of Flavor
Bib & Tucker 6 Year Bourbon 750ml,"Bought in place of Buffalo Trace, which the store was out of. It’s pricey but delicious!",Smooth And Creamy
Bib & Tucker 6 Year Bourbon 750ml,For my tastes this is without a doubt the best of the small batch offerings under $100,Supurb Bourbon
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,We picked this up recently and it has a great taste up front but falls off the palate pretty fast.,Mixed Reviews
Bib & Tucker 6 Year Bourbon 750ml,bought it to bring to an event as something new and different everyone enjoyed it and the bottle did not last long,Smooth And Gentile
Bib & Tucker 6 Year Bourbon 750ml,,Good
Bib & Tucker 6 Year Bourbon 750ml,"this is one of the premier bourbons on the market - well round4d with hints of leather, distant sweetness with a touch of caramel",Bib & Tucker Bourbon
Bib & Tucker 6 Year Bourbon 750ml,Second time buying it and I am hooked,Really Good Boutbon
Bib & Tucker 6 Year Bourbon 750ml,,Exceptional
Bib & Tucker 6 Year Bourbon 750ml,This was recommended by the store manager have not gotten anything else. Love it.,Excellent Choice!
Bib & Tucker 6 Year Bourbon 750ml,This was recommended by an employee at TW and it quickly became one of our favorite go to whiskeys. It is smooth and flavorful. Short but nice finish. This is always available and is priced nice,Smooth Whiskey
Bib & Tucker 6 Year Bourbon 750ml,"Recommended by two different bourbon drinkers and I cannot disagree with their enthusiasm for this brand. I have become a fan myself and, if asked, will recommend it to others.",Great
Bib & Tucker 6 Year Bourbon 750ml,,5 Ratings-Only Reviews
Bib & Tucker 6 Year Bourbon 750ml,,Highly Recommend!!
Bib & Tucker 6 Year Bourbon 750ml,Smoothest bourbon I’ve ever had. Fantastic vanilla and caramel flavor on the pallet. Perfect spice going down,Smooth And Perfect
Bib & Tucker 6 Year Bourbon 750ml,Bought for my brother’s BD & it was a hit!,Disappears In A Hurry At A 60th BD Party!
Bib & Tucker 6 Year Bourbon 750ml,This is my new favorite! The flavors are so rich and complex and continue to evolve after the first taste. Fabulous straight up!,Wonderful Bourbon!
Bib & Tucker 6 Year Bourbon 750ml,Smooth taste & finish. Just enough mouth burn to remind you that it's 96 proof.,Bib & Tucker
Bib & Tucker 6 Year Bourbon 750ml,"I bought this on the recommendation of a Total Wine employee. It's ok, but it's nothing special and certainly not worth a premium price. I definitely would not buy it again.",Don'T Waste Your Money
Bib & Tucker 6 Year Bourbon 750ml,Its a four as its a tad bitey at end but i would rebuy,"Good Price, Very Good Taste"
Bib & Tucker 6 Year Bourbon 750ml,"Love the bottle. Excellent smooth flavor. Caramel, vanilla, toasted oak. No alcohol burn. Long lingering pleasing flavor.",Excellent Smooth Bourbon
Bib & Tucker 6 Year Bourbon 750ml,I bought my first bottle when Total Wine was out of a particular brand I was looking for. I have now purchased my second bottle. It is delicious,Exceptional Smoothness
Bib & Tucker 6 Year Bourbon 750ml,"Very smooth and flavorful. This doesn't have a harsh ""bite"" in the mouth. Leaves a lingering caramel and vanilla taste. It's very good. Would definitely buy again and again.",A Super Easy Drinking Bourbon
Bib & Tucker 6 Year Bourbon 750ml,,I Thought It Lacked Some Sophistication In Flavors
Bib & Tucker 6 Year Bourbon 750ml,I went in looking for Blanton’s and the helpful salesperson recommended B&T as an alternative because they didn’t have any Blanton’s. No regrets! It’s very smooth and tastes amazing!,Great Smooth Taste At A Lower Price Than Its Rival
Bib & Tucker 6 Year Bourbon 750ml,This is a great bourbon that is flavorful and smooth. Definitely worth it!,Very Smooth
Bib & Tucker 6 Year Bourbon 750ml,"My fifth run at this offering, good to better all the way, price point is hard to beat.",Delicious And Complex
Bib & Tucker 6 Year Bourbon 750ml,Great in the rocks with a little slice of orange,Must Have
Bib & Tucker 6 Year Bourbon 750ml,My favorite is Woodford Reserve Double Oaked,Decent Bourbon For It’S Price
Bib & Tucker 6 Year Bourbon 750ml,,Wonderful Finish - Highly Recommend!
Bib & Tucker 6 Year Bourbon 750ml,I sampled this early last year and have been a fan ever since love sipping on the patio,Awesome Bourbon
Bib & Tucker 6 Year Bourbon 750ml,,Extremely Smooth....Almost No Bite.
Bib & Tucker 6 Year Bourbon 750ml,He liked the whiskey and the story behind the name.,It Was A Gift For A Friend. But They Really Liked
Bib & Tucker 6 Year Bourbon 750ml,"at first i was like, ""meh."" a bit too vanilla. it wasn't like silk. but it was good. and then i noticed it's 96proof. i saw that and i was like, ""hotchy motchy!"" it's very good.",Super Smooth For 96proof
Bib & Tucker 6 Year Bourbon 750ml,,Bib & Tucker Excellent Taste And Smooth Finish
Bib & Tucker 6 Year Bourbon 750ml,"Great sipping bourbon for the $. Stands out. Nice bite to it, lots of caramel.",Great Sipping Bourbon
Bib & Tucker 6 Year Bourbon 750ml,"This is becoming my go to bourbon. Smooth, easy drinking without a burn. Can be drank neat or with ice.",Smooth And Easy Drinking
Bib & Tucker 6 Year Bourbon 750ml,"Bought this to share with friends, found it to be lacking. Went down hard , not smooth.will not buy again. Bad buy for the amount spent.☹️",Was Expecting Better
Bib & Tucker 6 Year Bourbon 750ml,"Aromas of vanilla on the nose and palate, also reminds me faintly of caramel apricots and slight ginger spice. Complex finish that lingers. Very good on it's own on ice, but also went extremely well in a Smokey Old Fashioned.",Extremely Pleased With This Bourbon.
Bib & Tucker 6 Year Bourbon 750ml,1. Great flavor 2. Good Finshing 3. Great with cigars,Great Features
Bib & Tucker 6 Year Bourbon 750ml,,Delicious
Bib & Tucker 6 Year Bourbon 750ml,Beautiful full bouquet,Bib And Tucker Bourbon
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,5 Ratings-Only Reviews
Bib & Tucker 6 Year Bourbon 750ml,"This bourbon lacks the fullness and complexity I would expect from the price. There are a host of great bourbons in the mid-$20s and low-$30s that outperform B&T. That said, the texture is unusually smooth and it has a delicious nose. For comparison, I tasted alongside Evan Williams single barrel, Old Tub and 1792. The prohibition-styled bottle is appreciated.","Bibb & Tucker Disappoints, A Little"
Bib & Tucker 6 Year Bourbon 750ml,Very poor showing. Purchased on the advice of a Total Wine employee. Obviously the advice was based in an attempt to sell this garbage rather than an honest evaluation. I was left with the wrong type of bitter: a bottle of terrible dribble and a loss in trust.,Garbage
Bib & Tucker 6 Year Bourbon 750ml,Very good flavor and easy drinking.,Worth It
Bib & Tucker 6 Year Bourbon 750ml,,Good Taste
Bib & Tucker 6 Year Bourbon 750ml,Glad I tried it! I favor a more sweet bourbon and this definitely is. The ten year has more complex flavor structure than the six year but both are very good!,Bib & Tucker
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,"I am a bourbon man. It is all i care to drink. I am thoroughly enjoying exploring through the extensive catalogue of bourbons Total Wine offers.. And then i found this gem. I always drink my bourbon straight and with a single ice cube. After the first sip i knew i would be buying this one again. Smooth, layered and with a sturdy bookish final note. A masculine bourbon is how i would classify it. Bottle is cool, old fashioned but i do prefer a tighter cork (mine had leaked) and i do prefer to see inside the bottle easier. My own critique. Top notch yet affordable!","Smooth, Layered Bourbon W/ Nice Finish"
Bib & Tucker 6 Year Bourbon 750ml,"Cannot recommend this product as it is so sweet and syrupy I’m not sure it could ever be diluted enough even in a mixed drink. I think the same effect could be had mixing a bottle of maple syrup and a bottle of vanilla. Wouldn’t buy it at $5, let alone $40.",Terribly Sweet
Bib & Tucker 6 Year Bourbon 750ml,"Having just dabbled with Boondocks 8 year, I came back for another bottle but they were sold out so I gave this one a run. Nose was dominated by strong alcohol, nothing really else that stood out. Taste was sharpe and not overly pleasant. Each time I’d have more than 1 drink in a sitting id end up with a head ache which isn’t normally common for me with 2-3 drink range. I figured it was just dumb luck after the 2nd go, but the 3rd time was enough for me to throw in the towel.",Headache Inducing
Bib & Tucker 6 Year Bourbon 750ml,Well the employee at the store recommended this. He said the 5 or 6 employees that are bourbon drinkers all recommend this to the customers. I would not recommend this. Definitely one of the more harsher and distasteful bourbons I’ve tried.,Would Not Recommend
Bib & Tucker 6 Year Bourbon 750ml,Look no further because Total Wine has such a large wide selection. Personally we were very happy with the selection Total Wine had to offer. We have also referred your website to other family members.,Looking For Something Specific?
Bib & Tucker 6 Year Bourbon 750ml,"It has notes of leather, liquorice, barley, chestnut and fresh mowed grass. Also it doesn't taste like a 7 yr aged bourbon and it falls short. I wouldn't even by this for my worst enemy.",Not Worth The Price
Bib & Tucker 6 Year Bourbon 750ml,Smooth and tasteful,Good Buy For Price
Bib & Tucker 6 Year Bourbon 750ml,This is one of the best Bourbons that I’ve tested. You will note the six years!,One Of The Best
Bib & Tucker 6 Year Bourbon 750ml,It’s delicious!,Bib & Tucker Bourbon
Bib & Tucker 6 Year Bourbon 750ml,Tastes like $25 bourbon watered down with the tap. I could not be more disappointed.,Poor & Overpriced
Bib & Tucker 6 Year Bourbon 750ml,"Tasted watered down, no flavor what so ever. Total waste of $50+, was recommended by total wine associate. Stay away. Better to buy 2 bottles of jack daniels or any other brand over this.","Watered Down Whiskey, Stay Away!"
Bib & Tucker 6 Year Bourbon 750ml,Smooth going down with hints of caramel and vanilla with a bit of a spicy after taste.,Sweet And Spicy
Bib & Tucker 6 Year Bourbon 750ml,I was not overwhelmed on my first pour. I revisited after a few weeks on the shelf and what a tasty surprise. I’m not a big Rye person but this bottle deserves a spot in the rotation.,Better With Time
Bib & Tucker 6 Year Bourbon 750ml,Excellent bourbon. Smooth and goes both neat and on the rocks.,Bib And Tucker
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,This the most desirable bourbon I have enjoyed.,Finest Bourbon
Bib & Tucker 6 Year Bourbon 750ml,"Good. Notes of tobacco, caramel, and fruity hints of dried prune. Nice viscosity.",Bib & Tucker
Bib & Tucker 6 Year Bourbon 750ml,"It is a very cheap finish. Very harsh when you first open the bottle. Taste like cheap alcohol, I'd rather have Jim Beam. I Would NOT but this again. For $50+ I can think of 10 other bourbons I'd get.",Bad Price For What You Get
Bib & Tucker 6 Year Bourbon 750ml,,Smooth
Bib & Tucker 6 Year Bourbon 750ml,Makes a great old fashion. Great over one square ice cube.,Bib & Tucker Whiskey
Bib & Tucker 6 Year Bourbon 750ml,,5 Ratings-Only Reviews
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,Great Bourbon
Bib & Tucker 6 Year Bourbon 750ml,Amazing bourbon. I gave it to my brother for his birthday and everyone wanted to taste it. Highly recommend,Bob & Tucker Bourbon
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,"This is the best bourbon period. You can try bottles that cost thousands of dollars, but those bourbons are trying to replicate this smooth flavor. This is the good stuff. This is the smoothest non sherry casked bourbon available.",The Smoothest Bourbon For The Money
Bib & Tucker 6 Year Bourbon 750ml,"Bib &Tucker has a very unique flavor. Vanilla and caramel notes with a spicy finish. Was not what I was expecting, but was a nice surprise nonetheless!",Delightfully Unique
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,"As a scotch drinker, I generally find bourbon to be too sweet. This one has a little sweetness and a complex finish that I quite like. It has become my goto whiskey to relax with after one of those days.",Reformed Scotch Drinker
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,"Fairly smooth high-rye bourbon that will likely divide people. While I enjoyed it, I don't think it punches well enough to justify $50. If you're like me and you enjoy bourbon with strong flavor profiles, there are way better options than this at the same price range, or cheaper.","Decent, But Overpriced"
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,Tastes like a $5 bottle,Nope
Bib & Tucker 6 Year Bourbon 750ml,Delicious and incredibly well balanced. Worth every penny.,Bibb & Tucker Is Awesome
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,Great taste,Taste
Bib & Tucker 6 Year Bourbon 750ml,Strong and Delicious.,Great Small Batch Bourbon
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,It is a nice bourbon but not the 10 year old I thought based on online reviews. I read they were a blended but the info in the bottle says 6 years old. The price is tonight and the tast not that different than a makers mark or a knobs creek for instance. Even wood ford reserve is as good.,Bourbon Field Too Crowded Variable
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,I picked up this bourbon a few weeks back with a buddy. We liked it. It was smooth and really taste.,Smooth And Enjoyable
Bib & Tucker 6 Year Bourbon 750ml,,5 Ratings-Only Reviews
Bib & Tucker 6 Year Bourbon 750ml,"I've had a bottle of this for years hoping I might someday enjoy it. Each time I put the bottle back on the shelf and say, ""Not yet"". For a bottle that claims to be aged 6 years in the barrel, this is absolutely no hint of this. The flavor is very harsh and would attempt to drink straight. I don't enjoy it in an Old Fashion. I wouldn't recommend a bourbon at this price point and this flavor profile.",Okay Bourbon At A Premium Price
Bib & Tucker 6 Year Bourbon 750ml,I havnt given this one alot of time but first reaction wasnt great. Its a bit harsh on my pallet. It did have an ok after taste though. Need some more time with it but as for now i feel this one is better suited to mixing rather than sipping.,Wasnt Impressed
Bib & Tucker 6 Year Bourbon 750ml,"This bourbon isn’t bad by any means, but nothing to write home about. I’ve certainly had bourbons that cost less and taste better for sipping.","Average Taste, Above Average Price."
Bib & Tucker 6 Year Bourbon 750ml,"I read some reviews that weren't so favorable, but took the plunge at my local total wine on a whim, sadly the employee didnt know how to describe this one, it was fairly easy actually, glad I did buy a bottle! To describe this, it's somewhere between Bulleit Rye and Buffalo Trace, but it isnt as sweet as Makers Mark and has quite a bit of character and taste, I definitely found the taste of Vanilla and Caramel, lots of flavor, some heat and it finishes nice! This bottle didn't last long! Cant wait to get another!","Vanilla & Caramel, With Some Heat!"
Bib & Tucker 6 Year Bourbon 750ml,"A really well-rounded bourbon with a sweet, smokey vanilla palate and a lingering aftertaste.",Delicious
Bib & Tucker 6 Year Bourbon 750ml,,Super Good Whiskey!!!
Bib & Tucker 6 Year Bourbon 750ml,"For those who give this whiskey a one star, get your pallet checked immediately. I highly recommend this bottle to those who like a smooth bourbon whiskey with hints for vanilla and toffee.",Great Taste For A Great Price
Bib & Tucker 6 Year Bourbon 750ml,"Its got a nice swell of flavors at the beginning of caramel and vanilla but 2/3 if the way through it changes to a strange dirty rubber flavor and the finish is just bizarre, almost like burnt popcorn. Bottle looks cheap too and theres so much better in that price range like new riff single barrel.do not recommend.",Mediocre
Bib & Tucker 6 Year Bourbon 750ml,"The 92 proof whiskey in this bottle is a drinker with a dash of water. It brings a unique flavor heavy in nuts, licorice, and cinnamon. It finishes smooth many breaths later and has an enjoyable nose letting you know what you are about to get into. Bring this bottle out with friends, a couple of glasses, and a whiskey pitcher of water and you have an enjoyable whiskey drinking experience. From the attractive bottle with texture to the unique wedge cork you start your drinking experience before even taking a taste. Now the 92 proof bourbon in the bottle when opened up with a touch of water is very enjoyable with a moderate long finish. Is this a $50 whiskey in a bottle no, is this a $50 bottle of whiskey yes. Would I buy it again? Yes ...",Great Drinking Experience
Bib & Tucker 6 Year Bourbon 750ml,"Bib & Tucker, An oddity in bourbons for me. A bourbons to be reserved for a well trained pallet. This bourbon changes flavors on the finish. With every breath (2-3) I catch different notes. One was apricot... or I’m just loosing my pallet. I absolutely love the bottle and real cork! I’d say this is the bourbon to start with, be ready for an new experience.",An Oddity In Bourbons
Bib & Tucker 6 Year Bourbon 750ml,Wasted $50 it was recommended by one of the person working in the store. No flavor not smooth at all stay away.,The Bottle Is Kool The Content Is Mediocre
Bib & Tucker 6 Year Bourbon 750ml,"Stuff tastes like it sat in dirt barrells. Is this bourbon or potting soil? I cannot find anyone that likes it. I'd try something else. Wife tried to surprise me with this bottle that came highly recommended from a Total Wine associate, was their whiskey of the month or something.",Not Good
Bib & Tucker 6 Year Bourbon 750ml,"This stuff tastes watered down and has very little character. It's not a drain-pour but darn close, I'd give it 1.5 stars because of that if you were allowed to.",NOT Good
Bib & Tucker 6 Year Bourbon 750ml,The old stuff was way better. This new stuff is terrible.,Terrible
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,"I just can’t get into this whiskey. I’ve tried it neat, on the rocks, and mixed. I just don’t care for it. I really want to like because it was a Xmas present. It is smooth but the flavor profile is more like Scotch and I don’t really care for Scotch even the high end stuff. I’m not a whiskey snob either, I like everything from Beam to The Colonel up to Pappy.",Drinks Like Scotch Whisky
Bib & Tucker 6 Year Bourbon 750ml,Awesome neat or on the rocks and the bottle is quite cool. The cork is rather annoying but that’s about the worst I can say about it. Not very warm going down so it’s good for almost any pallet.,Great All Around Drinker
Bib & Tucker 6 Year Bourbon 750ml,Bib and Tucker refers to your Sunday's best attire. Not only is the bottle elegant and charming but so is the liquid. Many bourbons are removing their age statement but Bib and Tucker is 6 years old. $50 is a decent value for a 6 year old. The Vanilla notes are great! I love this on the rocks but can also be served straight.,Best Dressed!
Bib & Tucker 6 Year Bourbon 750ml,"This is quite a unique bourbon. Its not that ""in your face"" every wood flavor in your mouth kind of bourbon. This is lighter and friendlier on the oak with hints of fruit, toasted cardamom, and a more delicate corn sweetness. This would be a 4 star if it wasn't for the fact that this is amazingly smooth. Very refreshing and a great alternative during the summer.",Refreshing Take On Bourbon
Bib & Tucker 6 Year Bourbon 750ml,Great bourbon for the price point. Will definitely keep a bottle of this around next to my other favorites.,Excellent Value For This Bourbon
Bib & Tucker 6 Year Bourbon 750ml,"Best, specially if you’re not into sweets, this is a great bourbon.",Best Choice
Bib & Tucker 6 Year Bourbon 750ml,"A friend mentioned this to me, and it is not to disappoint. My favorites s are usually Wodford Reserve, Basil Hayden and Blanton's. This is up there with those. Super smooth and great flavor. Super glad it was recommended.",Great Bourbon!
Bib & Tucker 6 Year Bourbon 750ml,"Ok, It took me a while to review this whisky, because there are pro and con. let start with the Pros: taste profile is the best I ever experienced with a bourbon, but I don't know how much this count, because I am more a scotch drinker. However, I think this dram is very well balanced, more hazelnut/chestnuts taste profile than overly sweet vanilla and honey, that (for me) makes this bourbon not boring and overwhelming: translated, I can enjoy this bourbon everyday. The matter of the fact I am almost emptying my second bottle, and doesn't happen that easy with other bourbons. Now the Negative: I don't feel it is overly complex, it has a great beginning and a long, more than decent finish, but it is missing the mid range taste, in other words the experience is not that smooth from the beginning to the end, and it is a little harsh, getting better after few sips, but, you know, this happens almost with any other bottle LOL. Somebody in other review compared this to Maker marks, and that is true, very similar taste profile , but this is (in my opinion) not that sweet, so, more enjoyable. Now, the bottle is incredibly beautiful, and we probably overpay this drum. This spirit should be around 35 max. 40$ price point, no more, because the taste profile is great, but it still misses complexity. If this bottle was a 10 yo and single barrel, would be probably the best bourbon I ever had, but, again, the price is high for me for a 5-6 y/o. It is also true, however, that the taste profile is so appealing and easy that you are not getting bored, and you can keep enjoying it. So I would highly recommend to try it, and if you like the experience, and you have the money, well, you know what to do. .",Taste Profile GREAT.
Bib & Tucker 6 Year Bourbon 750ml,Great smooth easy sipping Good also in an old fashion,Gréât Stuff
Bib & Tucker 6 Year Bourbon 750ml,"My husband really likes this bourbon, it is what I buy for him on special occasions. He says it has a heavy caramel like flavor without being sweet, which is perfect because he likes caramel but does not like sweet.",My Husband'S Favorite!
Bib & Tucker 6 Year Bourbon 750ml,"This is a solid and complex bourbon best sipped neat. I would recommend this to anyone with an appreciation for good bourbon. Admittedly I passed on purchasing this several years ago. Its shelf appeal seemed a bit gimmicky, it did not appear to be from a grain to bottle distillery, and my complete lack of any prior information caused me to not chance it at a $45-50 price point. I was wrong, I had a chance to try it last year and was impressed, I’m now on my second bottle. Bottle info: 46% ABV, age statement of 6 years, distilled in TN, bottled by Bib and Tucker, Columbia TN.","It’S Good Stuff, You Should Give It A Try"
Bib & Tucker 6 Year Bourbon 750ml,Smooth. Hints of vanilla and caramel. Well rounded.,Smooth And Delicious
Bib & Tucker 6 Year Bourbon 750ml,Would be my go to in the $30 range but at the currency price will just be an occasional sipper.,It’S Decent
Bib & Tucker 6 Year Bourbon 750ml,"So I'm not a fan. I'm a bourbon lover. Blantons, Michters, and Old Forester are my go to's. This tastes more like scotch than bourbon. Its light, fruity notes, and very scotch like.","If You Like Scotch, You'Ll Like This."
Bib & Tucker 6 Year Bourbon 750ml,This was a good bourbon. Not great. At $30 it would have been better. Others out there in this price range that are superior.,Okay
Bib & Tucker 6 Year Bourbon 750ml,,5 Ratings-Only Reviews
Bib & Tucker 6 Year Bourbon 750ml,This is the second time I have purchased this item... it’s an amazing example of small batch bourbon do yourself a favor pick a bottle up.,Small Batch
Bib & Tucker 6 Year Bourbon 750ml,It's one to keep on the shelf,Good Sipper
Bib & Tucker 6 Year Bourbon 750ml,,Will Buy Again
Bib & Tucker 6 Year Bourbon 750ml,"I prefer caramel, vanilla slightly sweet. Used to like Blanton but this is now my favorite. I've had all 3 Bib & Tucker at Total wines and think this is the best (and least expensive)",Great Bourbon
Bib & Tucker 6 Year Bourbon 750ml,This was recommended by a TW employee and self-proclaimed bourbon enthusiast. It is excellent! Quite different from any labels out there. Its great neat or mixed in an old fashioned. This is my new standard.,Replaced Woodford Double Oaked
Bib & Tucker 6 Year Bourbon 750ml,"Bought two bottles of this on the strong recommendation of in-store staff, one as a gift and one for my own bar. Despite a 6-year age claim it tastes young, lots of herbal and spicy notes at first sip, but very light body and mild finish. None of the weight or substance of a typical bourbon its age. Cool bottle and *interesting* taste, it would make a fine gift for someone to put on their shelf but I cannot recommend it for a whiskey enthusiast.","Overpriced, Interesting, Not A Typical Bourbon"
Bib & Tucker 6 Year Bourbon 750ml,"Bought it based on experts ratings, and they were right",Very Tasty Bourbon
Bib & Tucker 6 Year Bourbon 750ml,It tasted like a cheap bourbon not a $50 bottle.,Over Priced.
Bib & Tucker 6 Year Bourbon 750ml,"Very peppery with a front burn that is good, but too heavy for me straight. Great kick for mixed drinks, but not smooth enough for a sipping bourbon.",Very Peppery
Bib & Tucker 6 Year Bourbon 750ml,,
Bib & Tucker 6 Year Bourbon 750ml,"I drink Makers Mark or better all of the time. Basil Hayden’s is now a staple at home. This stuff was terrible, harsh , flavors muted due to boozy only flavor. Tasted like something I would have raided my parents liquor cabinet in the 70’s when I was a kid. Money is so much better spent for a lot less cash.",Terrible
Bib & Tucker 6 Year Bourbon 750ml,,Great Bourbon
Bib & Tucker 6 Year Bourbon 750ml,When I first tried this bourbon I was not impression until 2 minutes later when all the flavors/notes hit me. The notes come in waves. It was the first time I have experience something like this with a spirit.,Amazing Bourbon
Bib & Tucker 6 Year Bourbon 750ml,"I am rookie when it comes to Bourbons, trying to get to know this world better. I have not tried many bourbons before so I can’t compare, but I did like the Bib n Tucker 6year, very smooth and comes down very easy. You can definitely get that vanilla taste which I enjoy. Product was recommended y store employee and did not disappoint.",Liked It
Bib & Tucker 6 Year Bourbon 750ml,Bought as a gift for a fellow bourbon fan. Opened at the party and really enjoyed it! I’ll be buying one for myself on my next trip to TW.,Surprisingly Good!
Bib & Tucker 6 Year Bourbon 750ml,Excellent Bourbon,Smooth’Alicious
Bib & Tucker 6 Year Bourbon 750ml,Good buy for the price.,Great Taste But Not As Smooth With The Finish.
Bib & Tucker 6 Year Bourbon 750ml,"I bought this is a gift at the recommendation of a store employee and he was so enthusiastic about the product, I bought a bottle for myself. So glad I did! It's smooth enough to drink neat but also delicious in my favorite Old Fashioned recipe. Would defnintely recommend!",Excellent Sipping Bourbon!
Bib & Tucker 6 Year Bourbon 750ml,Bought it well before Christmas and loved it. Bought 2 bottles to share for Christmas.,Smooth Ends With A Little Kick
Bib & Tucker 6 Year Bourbon 750ml,,Smoooooth
Bib & Tucker 6 Year Bourbon 750ml,"super tasty and mellow, worth every penny",Bib And Tucker Bourbon
Bib & Tucker 6 Year Bourbon 750ml,"I bought for a Christmas present. Good flavor, as it waters down goes down smoother. Good Sipping Bourbon.",Enjoyable Sipping Bourban
Bib & Tucker 6 Year Bourbon 750ml,Great to drink on the rocks. Goes down smooth and has a great aftertaste.,Amazing Flavor!
Bib & Tucker 6 Year Bourbon 750ml,Second bottle. It’s a great Bourbon! And Spectacular for the price.,A Great Bourbon For A Great Price!
Bib & Tucker 6 Year Bourbon 750ml,More on the smooth and nuance flavors than the burn. Quite a buy at this price.,Great Value
Bib & Tucker 6 Year Bourbon 750ml,"This was recommended to me by a Total employee. There is nothing wrong with it, but there is nothing great about it either. I drank this with a friend who has the same response as mine This could be an every day drinker but there are probably other less expensive bourbons that come to mind. Four Roses Single Barrell comes to my mind.",An OK Boubon
Bib & Tucker 6 Year Bourbon 750ml,"Mgr recommended this one! Needless to say he was spot on, I'll always have a bottle of this one on the shelf",Excellent Taste
Bib & Tucker 6 Year Bourbon 750ml,"Perfect over a large ice cube. Very low heat, and delicious to sip. One of my favs and I’ll be buying it again",Delicious!
Bib & Tucker 6 Year Bourbon 750ml,A Total Wine employee recommended we try this. Excellent recommendation. Will definitely purchase again. Great price for a truly good bourbon.,Really Good Bourbon
Bib & Tucker 6 Year Bourbon 750ml,Recommended by an Associate at Total Wines as a very good example of a small batch bourbon ( his favorite) ... i wasn’t disappointed... a new favorite ...,Very Goof
Bib & Tucker 6 Year Bourbon 750ml,,5 Ratings-Only Reviews
Bib & Tucker 6 Year Bourbon 750ml,This is an excellent bourbon. Smoother than Makers but with much of the same flavor profile. But just a little overpriced.,Excellent Although A Little Pricey
Bib & Tucker 6 Year Bourbon 750ml,"There's Bourbon's and then there's Bib & Tucker.... Vanilla on the nose, followed by Carmel and spice notes... Intensity is perfect with a solid finish... A must own bottle and a wonderful addition to any bar...",A Must Bourbon
Bib & Tucker 6 Year Bourbon 750ml,This wasn’t that smooth in my opinion. Get a bit of a Carmel flavor. Overall a tad disappointed after seeing some five star reviews.,Mixed Feelings
Bib & Tucker 6 Year Bourbon 750ml,A good Whiskey. To be a bourbon it has to have a certain criteria and this doesn’t meet the criteria. A little sweet but not bad,Not A Bourbon
Bib & Tucker 6 Year Bourbon 750ml,"Purchased a bottle of batch 17 and it was great, recently purchased a bottle of batch 18 and it was not. Slightly disappointed for the price but will serve this bottle as mixed drinks and try another batch before giving up on the brand.",Batch Difference
Bib & Tucker 6 Year Bourbon 750ml,This bourbon is very smooth and enjoyable alone or with a touch of water. It is easily now one of my go to bourbons. Highly recommend.,Amazingly Smooth
